1925						
	48126	1	0	0	0	0
	48127	1	0	0	0	0
	48128	1	0	0	0	0
	48129	1	0	0	0	0
	48130	1	0	0	0	0
	48131	1	0	0	0	0
	48132	1	0	0	0	0
	48133	1	0	0	0	0
	48134	1	0	0	0	0
	48135	1	0	0	0	0
	48136	1	0	0	0	0
	48137	1	0	0	0	0
	48138	1	0	0	0	0
	48139	1	0	0	0	0
	48140	1	0	0	0	0
	48141	1	0	0	0	0
	48142	1	0	0	0	0
	48143	1	0	0	0	0
	48144	1	0	0	0	0
	48145	1	0	0	0	0
	48146	1	0	0	0	0
	48147	1	0	0	0	0
	48148	1	0	0	0	0
	48149	1	0	0	0	0
	48150	1	0	0	0	0
	48151	1	0	0	0	0
	48152	1	0	0	0	0
	48153	1	0	0	0	0
	48154	1	0	0	0	0
	48155	1	0	0	0	0
	48156	1	0	0	0	0
	48157	1	0	0	0	0
	48158	1	0	0	0	0
	48159	1	0	0	0	0
	48160	1	0	0	0	0
	48161	1	0	0	0	0
	48162	1	0	0	0	0
	48163	1	0	0	0	0
	48164	1	0	0	0	0
	48165	1	0	0	0	0
	48166	1	0	0	0	0
	48167	1	0	0	0	0
	48168	1	0	0	0	0
	48169	1	0	0	0	0
	48170	1	0	0	0	0
	48171	1	0	0	0	0
	48172	1	0	0	0	0
	48173	1	0	0	0	0
	48174	1	0	0	0	0
	48175	1	0	0	0	0
	48176	1	0	0	0	0
	48177	1	0	0	0	0
	48178	1	0	0	0	0
	48179	1	0	0	0	0
	48180	1	0	0	0	0
	48181	1	0	0	0	0
	48182	1	0	0	0	0
	48183	1	0	0	0	0
	48184	1	0	0	0	0
	48185	1	0	0	0	0
	48186	1	0	0	0	0
	48187	1	0	0	0	0
	48188	1	0	0	0	0
	48189	1	0	0	0	0
	48190	1	0	0	0	0
	48191	1	0	0	0	0
	48192	1	0	0	0	0
	48193	1	0	0	0	0
	48194	1	0	0	0	0
	48195	1	0	0	0	0
	48196	1	0	0	0	0
	48197	1	0	0	0	0
	48198	1	0	0	0	0
	48199	1	0	0	0	0
	48200	1	0	0	0	0
	48201	1	0	0	0	0
	48202	1	0	0	0	0
	48203	1	0	0	0	0
	48204	1	0	0	0	0
	48205	1	0	0	0	0
	48206	1	0	0	0	0
	48207	1	0	0	0	0
	48208	1	0	0	0	0
	48209	1	0	0	0	0
	48210	1	0	0	0	0
	48211	1	0	0	0	0
	48212	1	0	0	0	0
	48213	1	0	0	0	0
	48214	1	0	0	0	0
	48215	1	0	0	0	0
	48216	1	0	0	0	0
	48217	1	0	0	0	0
	48218	1	0	0	0	0
	48219	1	0	0	0	0
	48220	1	0	0	0	0
	48221	1	0	0	0	0
	48222	1	0	0	0	0
	48223	1	0	0	0	0
	48224	1	0	0	0	0
	48225	1	0	0	0	0
	48226	1	0	0	0	0
	48227	1	0	0	0	0
	48228	1	0	0	0	0
	48229	1	0	0	0	0
